==Test: setup
2019-05-12 05:40:01.465272   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: DIAGS_sensor 4
			lower:; upper:; value:--PASS--
2019-05-12 05:40:01.587649   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: DIAGS_sensor 5
			lower:; upper:; value:--PASS--
2019-05-12 05:40:01.713819   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: DIAGS_sensorreg
			lower:; upper:; value:--PASS--
2019-05-12 05:40:01.745653   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: DIAGS_event 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:01.779627   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:40:01:775
2019-05-12 05:40:01.844713   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: DIAGS_sensor 6
			lower:; upper:; value:--PASS--
2019-05-12 05:40:02.537746   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_accel_average_x_800Hz_bubo_pfm
			lower:-0.118; upper:0.118; value:0.015382
2019-05-12 05:40:02.548326   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_accel_average_y_800Hz_bubo_pfm
			lower:-0.118; upper:0.118; value:0.003255
2019-05-12 05:40:02.555979   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_accel_average_z_800Hz_bubo_pfm|X1454
			lower:-1.118; upper:-0.882; value:-0.994133
2019-05-12 05:40:02.563321   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_accel_stdev_x_800Hz_bubo_pfm
			lower:0.00001; upper:0.05; value:0.002178
2019-05-12 05:40:02.571595   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_accel_stdev_y_800Hz_bubo_pfm
			lower:0.00001; upper:0.05; value:0.001286
2019-05-12 05:40:02.582097   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_accel_stdev_z_800Hz_bubo_pfm
			lower:0.00001; upper:0.05; value:0.001301
2019-05-12 05:40:02.589886   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_gyro_average_x_800Hz_bubo_pfm
			lower:-25; upper:25; value:0.012084
2019-05-12 05:40:02.596148   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_gyro_average_y_800Hz_bubo_pfm
			lower:-25; upper:25; value:0.158630
2019-05-12 05:40:02.604013   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_gyro_average_z_800Hz_bubo_pfm
			lower:-25; upper:25; value:-0.326898
2019-05-12 05:40:02.616557   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_gyro_stdev_x_800Hz_bubo_pfm
			lower:0.00001; upper:1; value:0.102685
2019-05-12 05:40:02.627250   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_gyro_stdev_y_800Hz_bubo_pfm
			lower:0.00001; upper:1; value:0.131704
2019-05-12 05:40:02.638090   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_gyro_stdev_z_800Hz_bubo_pfm
			lower:0.00001; upper:1; value:0.095824
2019-05-12 05:40:02.642983   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_gyro_odr_800Hz_bubo_pfm
			lower:720; upper:880; value:796.892720
2019-05-12 05:40:02.646729   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_gyro_temp_800Hz_bubo_pfm
			lower:3; upper:55; value:25.155171
2019-05-12 05:40:02.651719   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: PARSE CM_gyro_invalid_sample_count_800Hz_bubo_pfm
			lower:0; upper:0; value:0
2019-05-12 05:40:02.657989   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:40:02:537
2019-05-12 05:40:02.662092   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: DIAGS_event 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:02.665160   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:25.2469
2019-05-12 05:40:02.667972   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:57.5368
2019-05-12 05:40:02.673404   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: SYSTEM_CURRENT average
			lower:; upper:; value:35.0808
2019-05-12 05:40:02.676323   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:36.061
2019-05-12 05:40:02.680298   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: DIAGS_sensor 7
			lower:; upper:; value:--PASS--
2019-05-12 05:40:02.683195   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: DIAGS_sensor 8
			lower:; upper:; value:--PASS--
2019-05-12 05:40:02.732150   PASS
==Test: imu accel/gyro lpnm25 bobu pfm
==SubTest: DIAGS_socgpio
			lower:; upper:; value:--PASS--
2019-05-12 05:40:02.754906   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_socgpio 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:02.774367   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensor 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:03.053741   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensor 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:03.070480   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensor 2
			lower:; upper:; value:--PASS--
2019-05-12 05:40:03.091971   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensor 3
			lower:; upper:; value:--PASS--
2019-05-12 05:40:03.241262   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensor 4
			lower:; upper:; value:--PASS--
2019-05-12 05:40:03.366865   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensor 5
			lower:; upper:; value:--PASS--
2019-05-12 05:40:03.490053   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensorreg
			lower:; upper:; value:--PASS--
2019-05-12 05:40:03.517809   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_event 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:03.553387   PASS
==Test: imu accel/gyro lpnm12
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:40:03:551
2019-05-12 05:40:03.608115   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensor 6
			lower:; upper:; value:--PASS--
2019-05-12 05:40:04.745048   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_accel_average_x_800Hz
			lower:-0.118; upper:0.118; value:0.015234
2019-05-12 05:40:04.749155   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_accel_average_y_800Hz
			lower:-0.118; upper:0.118; value:0.003323
2019-05-12 05:40:04.752259   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_accel_average_z_800Hz|X1454
			lower:-1.118; upper:-0.882; value:-0.994433
2019-05-12 05:40:04.755348   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_accel_stdev_x_800Hz
			lower:0.00001; upper:0.05; value:0.002414
2019-05-12 05:40:04.758945   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_accel_stdev_y_800Hz
			lower:0.00001; upper:0.05; value:0.001287
2019-05-12 05:40:04.762124   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_accel_stdev_z_800Hz
			lower:0.00001; upper:0.05; value:0.001261
2019-05-12 05:40:04.764887   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_gyro_average_x_800Hz
			lower:-25; upper:25; value:-0.029905
2019-05-12 05:40:04.767191   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_gyro_average_y_800Hz
			lower:-25; upper:25; value:0.204597
2019-05-12 05:40:04.770620   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_gyro_average_z_800Hz
			lower:-25; upper:25; value:-0.259055
2019-05-12 05:40:04.774715   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_gyro_stdev_x_800Hz
			lower:0.00001; upper:1; value:0.113949
2019-05-12 05:40:04.778884   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_gyro_stdev_y_800Hz
			lower:0.00001; upper:1; value:0.117671
2019-05-12 05:40:04.783266   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_gyro_stdev_z_800Hz
			lower:0.00001; upper:1; value:0.112214
2019-05-12 05:40:04.787662   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_gyro_odr_800Hz
			lower:720; upper:880; value:796.894912
2019-05-12 05:40:04.791747   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_gyro_temp_800Hz
			lower:3; upper:55; value:25.117836
2019-05-12 05:40:04.796192   PASS
==Test: imu accel/gyro lpnm12
==SubTest: PARSE CM_gyro_invalid_sample_count_800Hz
			lower:0; upper:0; value:0
2019-05-12 05:40:04.800542   PASS
==Test: imu accel/gyro lpnm12
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:40:04:799
2019-05-12 05:40:04.873504   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_event 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:04.893204   PASS
==Test: imu accel/gyro lpnm12
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:36.4862
2019-05-12 05:40:04.899939   PASS
==Test: imu accel/gyro lpnm12
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:67.1914
2019-05-12 05:40:04.904585   PASS
==Test: imu accel/gyro lpnm12
==SubTest: SYSTEM_CURRENT average
			lower:; upper:; value:42.8396
2019-05-12 05:40:04.908090   PASS
==Test: imu accel/gyro lpnm12
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:43.3141
2019-05-12 05:40:04.910752   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensor 7
			lower:; upper:; value:--PASS--
2019-05-12 05:40:04.920434   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_sensor 8
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.004501   PASS
==Test: imu accel/gyro lpnm12
==SubTest: DIAGS_socgpio 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.028948   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensor 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.318711   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensor 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.336557   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensor 2
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.361699   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensor 3
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.501869   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensor 4
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.627566   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensor 5
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.751362   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensorreg
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.781368   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_event 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:05.815352   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: SYSTEM_CURRENT start
			lower:; upper:; value:2019-05-12 05:40:05:813
2019-05-12 05:40:05.886578   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensor 6
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.034083   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_accel_average_x_800Hz_bubo_pfm
			lower:-0.118; upper:0.118; value:0.015260
2019-05-12 05:40:07.047460   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_accel_average_y_800Hz_bubo_pfm
			lower:-0.118; upper:0.118; value:0.003214
2019-05-12 05:40:07.055696   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_accel_average_z_800Hz_bubo_pfm|X1454
			lower:-1.118; upper:-0.882; value:-0.994445
2019-05-12 05:40:07.066591   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_accel_stdev_x_800Hz_bubo_pfm
			lower:0.00001; upper:0.05; value:0.001640
2019-05-12 05:40:07.071567   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_accel_stdev_y_800Hz_bubo_pfm
			lower:0.00001; upper:0.05; value:0.000934
2019-05-12 05:40:07.076457   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_accel_stdev_z_800Hz_bubo_pfm
			lower:0.00001; upper:0.05; value:0.001160
2019-05-12 05:40:07.078825   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_gyro_average_x_800Hz_bubo_pfm
			lower:-25; upper:25; value:-0.030594
2019-05-12 05:40:07.081597   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_gyro_average_y_800Hz_bubo_pfm
			lower:-25; upper:25; value:0.207274
2019-05-12 05:40:07.084289   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_gyro_average_z_800Hz_bubo_pfm
			lower:-25; upper:25; value:-0.247047
2019-05-12 05:40:07.087137   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_gyro_stdev_x_800Hz_bubo_pfm
			lower:0.00001; upper:1; value:0.103698
2019-05-12 05:40:07.089681   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_gyro_stdev_y_800Hz_bubo_pfm
			lower:0.00001; upper:1; value:0.126592
2019-05-12 05:40:07.092392   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_gyro_stdev_z_800Hz_bubo_pfm
			lower:0.00001; upper:1; value:0.111731
2019-05-12 05:40:07.095628   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_gyro_odr_800Hz_bubo_pfm
			lower:720; upper:880; value:796.892519
2019-05-12 05:40:07.097857   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_gyro_temp_800Hz_bubo_pfm
			lower:3; upper:55; value:25.127278
2019-05-12 05:40:07.100884   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: PARSE CM_gyro_invalid_sample_count_800Hz_bubo_pfm
			lower:0; upper:0; value:0
2019-05-12 05:40:07.103112   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: SYSTEM_CURRENT end
			lower:; upper:; value:2019-05-12 05:40:07:099
2019-05-12 05:40:07.152422   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_event 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.168466   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: SYSTEM_CURRENT minimum
			lower:; upper:; value:25.2452
2019-05-12 05:40:07.171462   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: SYSTEM_CURRENT maximum
			lower:; upper:; value:59.091
2019-05-12 05:40:07.175809   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: SYSTEM_CURRENT average
			lower:; upper:; value:34.018
2019-05-12 05:40:07.181275   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: SYSTEM_CURRENT rms
			lower:; upper:; value:34.772
2019-05-12 05:40:07.184291   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensor 7
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.191033   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_sensor 8
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.273720   PASS
==Test: imu accel/gyro lpnm12 bubo pfm
==SubTest: DIAGS_socgpio
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.297552   PASS
==Test: button1
==SubTest: DIAGS_socgpio 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.322565   PASS
==Test: button1
==SubTest: DIAGS_socgpio 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.340444   PASS
==Test: button1
==SubTest: LOOPBACK Y1 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.443286   PASS
==Test: button1
==SubTest: DELAY_100ms 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.545097   PASS
==Test: button1
==SubTest: DIAGS_pmustat 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.576441   PASS
==Test: button1
==SubTest: PARSE btn1_gnd_gpio1
			lower:0x0; upper:0x0; value:0x0
2019-05-12 05:40:07.600768   PASS
==Test: button1
==SubTest: DIAGS_socgpio 2
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.621513   PASS
==Test: button1
==SubTest: DIAGS_socgpio 3
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.641489   PASS
==Test: button1
==SubTest: LOOPBACK Y1 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.678210   PASS
==Test: button1
==SubTest: DELAY_100ms 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.775039   PASS
==Test: button1
==SubTest: DIAGS_pmustat 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.828283   PASS
==Test: button1
==SubTest: PARSE btn1_open_gpio1
			lower:0x1; upper:0x1; value:0x1
2019-05-12 05:40:07.873090   PASS
==Test: button1
==SubTest: DIAGS_socgpio 4
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.894167   PASS
==Test: button1
==SubTest: DIAGS_socgpio 5
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.905321   PASS
==Test: button1 dblclick
==SubTest: DIAGS_pmureg 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.914344   PASS
==Test: button1 dblclick
==SubTest: DIAGS_pmureg 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:07.923076   PASS
==Test: button1 dblclick
==SubTest: doubleclickz Y1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.163174   PASS
==Test: button1 dblclick
==SubTest: DIAGS_pmureg 2
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.175522   PASS
==Test: button2
==SubTest: LOOPBACK Y1 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.287802   PASS
==Test: button2
==SubTest: DELAY_100ms 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.380113   PASS
==Test: button2
==SubTest: DIAGS_pmustat 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.394535   PASS
==Test: button2
==SubTest: PARSE btn2_gnd_gpio2
			lower:0x0; upper:0x0; value:0x0
2019-05-12 05:40:08.397788   PASS
==Test: button2
==SubTest: DIAGS_socgpio 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.417156   PASS
==Test: button2
==SubTest: DIAGS_socgpio 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.437218   PASS
==Test: button2
==SubTest: LOOPBACK Y1 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.508709   PASS
==Test: button2
==SubTest: DELAY_100ms 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.608268   PASS
==Test: button2
==SubTest: DIAGS_pmustat 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.621385   PASS
==Test: button2
==SubTest: PARSE btn2_open_gpio2
			lower:0x1; upper:0x1; value:0x1
2019-05-12 05:40:08.623637   PASS
==Test: button2
==SubTest: DIAGS_socgpio 2
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.645643   PASS
==Test: button2
==SubTest: DIAGS_socgpio 3
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.660990   PASS
==Test: pmu cv
==SubTest: DIAGS_pmureg 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.676049   PASS
==Test: pmu cv
==SubTest: PARSE cv_vset_absmax_msb
			lower:; upper:; value:0xA8
2019-05-12 05:40:08.680027   PASS
==Test: pmu cv
==SubTest: DIAGS_pmureg 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.691191   PASS
==Test: pmu cv
==SubTest: PARSE cv_vset_absmax_lsb
			lower:; upper:; value:0x00
2019-05-12 05:40:08.697817   PASS
==Test: pmu cv
==SubTest: CALC cv_vset_absmax_lsb
			lower:; upper:; value:0
2019-05-12 05:40:08.708655   PASS
==Test: pmu cv
==SubTest: DIAGS_pmureg 2
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.725769   PASS
==Test: pmu cv
==SubTest: DIAGS_pmureg 3
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.743323   PASS
==Test: pmu cv
==SubTest: DIAGS_pmureg 4
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.756686   PASS
==Test: pmu cv
==SubTest: PARSE ichg_bat_max
			lower:; upper:; value:0x5E
2019-05-12 05:40:08.759273   PASS
==Test: pmu cv
==SubTest: DIAGS_pmureg 5
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.774958   PASS
==Test: pmu cv
==SubTest: DIAGS_pmureg 6
			lower:; upper:; value:--PASS--
2019-05-12 05:40:08.796387   PASS
==Test: pmu cv
==SubTest: pmutbat 8.2
			lower:7.38; upper:9.22; value:8.105469
2019-05-12 05:40:08.931185   PASS
==Test: pmu cv
==SubTest: DIGIPOT PMU_TBAT 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:09.032641   PASS
==Test: pmu cv
==SubTest: LOOPBACK Y1 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:09.128866   PASS
==Test: pmu cv
==SubTest: DELAY_50ms
			lower:; upper:; value:--PASS--
2019-05-12 05:40:09.180046   PASS
==Test: pmu cv
==SubTest: SUPPLY_4.35V PP_BATT_VCC|BIG
			lower:4.34; upper:4.36; value:4.350322
2019-05-12 05:40:09.352681   PASS
==Test: pmu cv
==SubTest: SUPPLY_4.75V PP_VDD_MAIN
			lower:4.73; upper:4.77; value:4.749661
2019-05-12 05:40:09.507181   PASS
==Test: pmu cv
==SubTest: DELAY_1000ms
			lower:; upper:; value:--PASS--
2019-05-12 05:40:10.509667   PASS
==Test: pmu cv
==SubTest: SYSTEM_CURRENT 100
			lower:; upper:; value:0.022448
2019-05-12 05:40:10.590484   PASS
==Test: pmu cv
==SubTest: DMM SYSTEM_TO_PMU_VBUS_DET_L
			lower:; upper:; value:0.030780
2019-05-12 05:40:10.725716   PASS
==Test: pmu cv
==SubTest: DISCONNECT PP_BATT_VCC
			lower:; upper:; value:--PASS--
2019-05-12 05:40:10.736095   PASS
==Test: pmu cv
==SubTest: DELAY_2000ms
			lower:; upper:; value:--PASS--
2019-05-12 05:40:12.744524   PASS
==Test: pmu cv
==SubTest: DMM PP_BATT_VCC|BIG
			lower:4.321; upper:4.345; value:4.336763
2019-05-12 05:40:12.883841   PASS
==Test: pmu cv
==SubTest: DIAGS_pmuadc 0
			lower:; upper:; value:--PASS--
2019-05-12 05:40:12.907004   PASS
==Test: pmu cv
==SubTest: PARSE cv_vbatt_efi
			lower:; upper:; value:4336.2332
2019-05-12 05:40:12.910405   PASS
==Test: pmu cv
==SubTest: DIAGS_pmuadc 1
			lower:; upper:; value:--PASS--
2019-05-12 05:40:12.928838   PASS
==Test: pmu cv
==SubTest: PARSE cv_efi_ich
			lower:; upper:; value:0.9257
2019-05-12 05:40:12.931654   PASS
==Test: pmu cv
==SubTest: DMM PP_VDD_MAIN
			lower:4.61; upper:4.89; value:4.749876
2019-05-12 05:40:13.082365   PASS
==Test: pmu cv
==SubTest: DIAGS_pmuadc 2
			lower:; upper:; value:--PASS--
2019-05-12 05:40:13.102065   PASS
